Tweet,Label
wei kt kedai mamak ni tiba keluar nudes kt tl aduh hahahaha,+
maut memisahkan mencintaimu menyayangimu setulus hatiku fellychibi,+
hari berusaha bersinar awan berjalan beriringan tetap memuja kebebasan hanyutku,+
rindu takpa doa jauh jeemoga tuhan beri perlindungan,+
mantap nih kata kata pak jokowi avengers siap mencegah thanos menghapus setengah populasi j,+
anak jiran umur tahun bagitau bf ko gay sbb tu dah taknak pegang tetek ko laangsung hahahahahaah,+
muhammad q muhammad q dengarkanlah seruanku rindu ak rindu padamu muhammad q,+
lupa sholat jumat sayang jelek sayang biar ganteng ih wajib oh kirain makasi,+
membuat merasa khawatir berarti sayang,+
hihihihi look at the face lepaskan taknak bau ikan mandikan namau nameow catsoftwit,+
namanya indonesia namanya toleransi namanya bhineka tunggal ika peti jenasah pendeta oma palese man,+
mauuuu,+
omg melihat bigolive gt kemana,+
ngikik baca ginian siang hari,+
manusia suka terima kasih support gembira duka anugerah,+
lipstik creamy kaya purbasari gt bibir kering pake enak keliatan kering,+
gemes oenyoe getoh cmiew jfclosedday,+
gua dinyanyiin raisa lagunya mantan terindah allah terharu,+
kenangan indah pertama kali cumbui sayang,+
teruntuk rehan sabar,+
terus sharing ngasih motivasi gua ngasih petuah pgn kaya amp nikah umur th,+
start kuliah dah ponteng haih,+
tp tempat indah tunjukkin km semangataya bawa tempat titik favorit,+
berjuang trus akhir menemukan jalannya matsukaze tenma,+
hsjsjs diliat dancenya,+
selamat berehat mr acappan pelawak suka amp evergreen selainathiya,+
senang senang je diperbodohkan duluob sob,+
ngantuk tidur khawatir besok mencintaimu besok ngirim pesan,+
mauu dm,+
percaya allah sdh mentakd,+
bener uda folback wlpun jarang pake ig fbmu,+
jeffan manis manis donk diabetes,+
cinta diriku,+
gigih nau,+
thanks wey berani tegur dah suke,+
berada ditempat dimana menjadi berjalan diatas kakinya berada ditempat dimana bi,+
suka perempuan susah tulah susah betul,+
suka jinkook,+
tahu sabar k,+
sumpah cheese ni penyelesaian masalah kat malaysia kedai makan laris jual makanan cheese b,+
memutar kembali waktu memutarnya sdh bahagia,+
berarti sepecial,+
pesan satu benda penting ni hargai kat dunia ni especially ur mom dad grandma pa siblin,+
xpernah tengok mak bahagia sebahagia dye hidup pakcik mak dulunya sedih susah dah mule ade sinar bah,+
gua dinyanyiin raisa lagunya mantan terindah allah terharu,+
minat pen nonton magic kaito berapaan,+
suami exo korea paaak,+
sesungguhnya penguasaan penanda kedewasaan seseorangelamat benar benar b,+
temen doakan biar dilancarkan ngerjain skripsi terutama bulan,+
dihormati menghormati,+
ambik pls hahahahaha,+
bilang akun bisyar receh katanya gpp klo berasa highclass seh beda senyumin,+
tuhanku jadikanlah negeri mekah negeri aman jauhkanlah beserta anak cucuku menyem,+
siang happy friday sholat jumat lupa habis kegiatan terus latihan bareng team j s,+
syg martinricaardo donimodaliolehyakub,+
uhan tidurku malam mohon engkau siapkan rezeki surprise bagus untukku esok hari aamiin,+
adek tingkatmu kocak ae rek ngekek,+
jokowilagi,+
if keli tu femes apantah kahkahkah,+
nk bantu slagi,+
baik darinya baik darimu balik fakta kaya secara materi le,+
siang boss qu lupa makan siang pentingin kesehatan yaemangat perfom,+
anak jiran umur tahun bagitau bf ko gay sbb tu dah taknak pegang tetek ko laangsung hahahahahaahahaha,+
cakap dah minat drama korea hahahha sial hahahaha,+
sesungguhnya tinggal bersabar mematuhi nasihat baik kebaikan kulakukan untukku,+
gag mah baik,+
bwahahah sih beli dua mengingat beli albumnya beli phy qu qaqa,+
luvluv teman kordes,+
cuba amalkan sikap pergi mampus sayang gagal jenis mudah kesian mudah memaafkan,+
acara keren enterpreneurchool diadain wajib datengin intelektual muda,+
andai menyerah berkata terindah,+
bersedih brader,+
pintar beradab klo pintar iblis pintar iblis,+
percaya baca termasuk tweet ngakak nulis,+
awalnya mentertawai ciptakan mengikuti ciptakan selanjutnya bangga dg,+
anak jiran umur tahun bagitau bf ko gay sbb tu dah taknak pegang tetek ko laangsung hahahahahaahahaha,+
tuhan ngejudge seenaknya,+
baik,+
suka video tanya pak jokowi pakai bahasa jawa,+
al quran is the answer for everything that happens in this world termasuk alam semesta gimanaetiap permasala,+
teringat hehe,+
allah berlindung mu siksa kubur siksa neraka jahannam fitnah hidup mati f,+
masa dimana dulunya ngasih kabar tua ucapan sprti ma pak uang anakmu habis,+
suami dah macamherlock kena berfikir utk jawapan power,+
tuhan bijakkanlah mengkhawatirkan masa depanku melumpuhkan masa,+
power masak memasak nie harap dah kawin hari masakkan suami d,+
menarik kembali kata kataku jalan ninjaku,+
melupakan rasa marah ingatlah kebaikannya,+
pertama kalinya ngadain x baik bgt kakanya terhura,+
mencintai menegurku memujiku kerana menegurku menyelama,+
anggap sahabat semarah apapun benci balik,+
kata ni berani takut benda ni kena takut allah je,+
merasakan pencerahan hari,+
terhibur dendangan ikan kaloi td talented huwaaaa,+
ketawa ngakak muka gasih,+
mulai mendewasakan cinta membiarkan kata katamu amarahmu egoismu keras kepalamu lepas tubuhmuedangkan,+
malu keliatan menel wkwkwkwkwk,+
terserah sampeyan bilang manut habib luthfi khryarif rahmat bendera dimaksud dngn liwa,+
bali yaekalian mutualan yuk bali,+
jg brcanda td,+
,+
butuh interaksi l l yuk line segitu kuy mutualan auto followback ok,+
suka lovitta amp aliqa,+
namanya indonesia namanya toleransi namanya bhineka tunggal ika peti jenasah pendeta oma palese man,+
senangnya klo km ajak,+
allah tuhanku lindungilah kedua ibu bapaku disaat berjauhan,+
angeline miss katae mama dapet dikit sinciaan kemaren me dapet her juta katae kembali menguc,+
mu gemes adminnya marah,+
karna ulang tahun besok hari enip ikon bakal adain pulsa k cukup aj,+
menang jajanin,+
gini apesal baik baik jugak hahahahawau,+
berarti mudah miliki sungguh mencintai berhenti berusaha hati,+
mah ngerti atuh,+
kehidupan terjadi dirimu sisanya menghadapinya,+
ho meta ws mg ahhahahah,+
hehe,+
tahu didepanku halangan rintangan berhenti menyerah,+
nasib baik akak normal,+
hahahaha klo ice cream nyium besok imo jemput klo hari imo pacaran,+
emang cantik dek masa ganteng ganteng trs gua dek,+
wow salute org kesabaran tinggi niiiii huhuhu,+
surabaya liat cece cece ngomong kayak anak jaksel logat e suroboyo gyettt be like ntik gua pick up,+
ehh nakk kdg ngam cantik kdg tu ter jauh plak smpai kene bukak seatbelt hulur keluar,+
terburu buru mengartikan baru lihat permukaan tampak sesuai letak,+
tls followan ama yukk rep temenan,+
tuhan mentakdirkan berjauhan yakin tuhan memiliki rencana besar dibalik,+
tata ruangan bikin nyaman nongkrong,+
sentaknya terdiam bungkusan mie lihat guys lihat dapet kocak sih l,+
perlu menjadi bulan bintang terlihat sempurna menjadi dirimu kesempurnaan,+
hahahah agree mengadu panggil awak whatsapp hmmm pastu kite marah kite,+
nampak sgt tkde life hahahaha,+
pak pengen nikah pak nduk nikah kue ibadah ojo kesusu ndak ra khusuk nduk paaak,+
guys jumpa ayat berguna digunakan time korang tengah putus asa sabar terbahagi dua iaitu sabar,+
ana uhibbuki fillah hatta fil jannah abadan abada mencintaimu syurga kerana allah,+
daftar driver ojol,+
doa rezeki putus inna haa zaa larizquna maa lahu min na fadesungguhnya pemberian pember,+
doakan lelaki tengah kerja cari duit pasangan diberikan kesihatan dimurahkan rezekiemo,+
happy videogameday gamers dimanapun beradaemoga engga cuman main gamers berprestasi lewat g,+
setuju,+
moga baik n baby comel,+
yuk intip gaya busana julie laiskodat refrensi kondangan lewat,+
mohon tepatilah janjimu penantiancintaeps,+
bertahan disaat kuat bertahan pergi menjauh,+
wkwkwk ketawa sedaerah meet up g,+
ocit kangen irene dapet acc temen balik rpw,+
hayuk mas,+
ternyata sehebat,+
tuduhan berdasar opo ra tambah ngguyu,+
gaisss gaiss ajak bernostalgia nihh yukk simaxxxx,+
ngobatin sakit,+
senyuman pulihkan hati sakit ni sanggup senyumetiap masa sanggup,+
mencintaimu emha ainun nadjib ep tetes temukan alama,+
tulus coba fokus bersihin jerawat biar pede,+
terbuktilah tertarik kelakar hahaahahahahaha,+
ditolak berarti bersedih,+
ganteng weareskatepunkers,+
sia sia mengambil hikmah masalahemua proses pembelajaran men,+
semoga tdk secepatnya berlalu,+
kemana sih diluar dingin biar peluk ucap kasur kepadaku pagi hari,+
meyakinkan smw org mohini mencintai hartamu mohini penantiancintaeps,+
butuh acc,+
melepaskan tanganmu melepaskannya full house,+
suka cakap ni even rasa benda tu menyusahkan pon at least tahu appreciate pertolongan https,+
wkwkwkwkwkwwk tumben bepikir positip iiiaaaa,+
izinkan berbahagia serius photocard lel,+
suka liat kakaknya mas adimas sehun,+
hari jumat baik mustajab berdoa allah berikan hamba keberanian keluar,+
pengen allah,+
hahahahahahah umpan bakso cheese inshaallah gtau,+
tanya pertanyaan kepo and i knew her since long,+
rlt mall nemu ginian ngakak bgt,+
rlt alasan cinta twitter cr sharpanocopath,+
cuba utk awkward berterima kasih sbb membantu,+
kebahagiaan habis membaginya ketahuilah kebahagiaan bertambah bersedia berbag,+
memaafkan berlapang dada suka allah mengampunimu allah ma,+
ksatria patriot mengayomi lemah buktinya menulis buku bangga anak pki o,+
suka tobeli,+
suka kanuka dongg,+
terkadang membuatmu menyadari dirimu tuhan memberi butuhkan,+
suka org syg cari letakkan sbg priority diauka duka susah senang cari p,+
allah memberi nikmat sepotong roti syukurilah kerana allah membuat meminta minta ora,+
bosannya nunggu balik,+
alhamdulillah baru sampe rumah nih hari panjang ngantuk sampe susah melek seneng,+
sarah gtayang hahahah tersasul panggil sayang hahahahah lawak abang ipar ni,+
berpikir hidup meninggalkanmu percayalah baik menunggumu,+
maafin suka ngetawain,+
tidur still fikirkan sayang okay tu tidurnya lena perlukan ka,+
teruntuk rehan sabar,+
orangnya ganteng wangi murah senyum asik lemah lembut ngetik aq bhay mz,+
balik ngefans wkwkwk,+
bro followan yuk ama ava sungwoon auto follback hehe,+
ikutan,+
santai ae lak,+
mengenali diriku kunci mencapai kesempurnaan berarti mengetahui kulakukan,+
lol,+
sedap makan bende rebus ikan nasi putihh penuh kesabaran tgk mak abh makan sambal sotong,+
aman teringat ckp apply kerja kat jobstreet apply kejap aje bersyukur siak terima kasih lin,+
berpikir cinta artinya berharga hidupku itsukipas pa,+
peduli hilang hidupmu bersyukur tuhan kehilangan apapun,+
sayang cari tajir ganteng mundur cari pengobatan ala tiongkok akupuntur,+
kakak always wey yo,+
pasanganmu tetap terbaik terus terusan mencari kekurangannya kurangnya usaha lengkapi,+
done moment bikin jatuh cinta samaeventeen kali melihat sikap kekeluargaan,+
thank you pulsanya masuk mah niatnya jawab komen dikasih pulsa wkwke,+
baru menyadarinya sekian lamaemoga kelak dapet dospem baik hati,+
giveaway nihhhh karma kebaikan lakuin cara bagiin parfum hits,+
sedap ni sate,+
lee jonguk menganggap ljs teman baik perlu merasa canggung merasa rindu,+
melakukan jadinya nyatanya taunya,+
doa rezeki putus inna haa zaa larizquna maa lahu min na fadesungguhnya pemberian pember,+
amiiiiin goodluck,+
setan ish ni ahahahahahahah syaza en alamak pukul kang,+
masuk grup barusan share ntar langsung goyang shopeenya,+
kejar mimpimu takkan berhenti sblm pertemuan laut berjalan bertahun qs al kahfi,+
nampak sedap do leleh patut ikut je zzz,+
benar,+
tanyain keuamiku baru kabarin wkw,+
semakkan life mende berguna hahahahaha,+
sekaliemua dikabulkan dikabulk,+
budak usm kelantan panggil akak kata gaya senior lewlwlwls,+
pencapaian sederhana hidup instastory dilihat,+
moga allah berikan bersalin normal selamat kali kedua,+
malu kayanya banggain,+
tls followan ama yukk rep temenan,+
mimpiin,+
lucu do cafe asal dik mearawak k cafe org me kuching k cafe ohhh org bandar,+
huhu sayang mutual,+
hahahahahahaahahaha jauh kot nk amik,+
allah memberi nikmat sepotong roti syukurilah kerana allah membuat meminta minta ora,+
main pake tetep nyaman ps pro k doang bang utamanya p,+
terlambat cuba hisap rekorder,+
kakak caro plis hari menang biar weekend berwarna ngeliat tipi hehehe,+
bergantung alat alat baik kerjakan usahamu doraemon,+
hahahaha hey lalalaa,+
kena bayar mcmni,+
penginne kerjo ng tmpat bismis,+
dosen bu lilis nih bikin tambah pengen hukum,+
menang fansign svt besok giveaway carat ditunggu,+
suka suka klo lihat isi tambah sange,+
pinjem catetannya pemales,+
tinggalin butuhkan,+
ngecat kamar warna tango bubble gum,+
ni jenis dahulukan sayang bahagia lepastu baru membawa,+
ho oh lho tingkahnyaaaa heran lumayan nyes ilang dikit capekmu kelar kerja,+
pm setuju sibuk anwar ibrahim,+
bersyukurlah lupa rasanya kekurangan tulisanirin jumatberkah,+
emang suka maksa,+
bebe rexha ni contoh perempuan chubby lawa body goals perlu bersusah paysh diet sbb perempuan n,+
mampir warungnya,+
ngakak wkwkwkw,+
lagu insomnia skz tittle track ketagihan lagu hehe,+
kagum thor anak tuhan idup serba sederhana tukul yah keta hrga juta,+
sedar je ni cantik tu letak nama yangchantik boost confident,+
semarang kota dgnnya bertemu tdk langsung bersatu melewati waktu bertemu,+
idm chim gkpp duh maafkan terlena pesonamu nyatanya mata sakit,+
mutualan yuk ikonic jg btw fllbck tpi hehe ab,+
hahahahahah tahu muka jambu,+
kenape bole mention ulat bulu ni hahaahhha,+
alhamdulilah welcomeeeeeeeeeee kasus ta terharu tuuu,+
huehuehuee rusakin ahh,+
bikin instastory biar reply terus ngobrol hehe,+
penting pandangan manusia allah percaya gitteww,+
seger bgt yus tongkrongin sampe makan siang,+
oke sok atuh lakukan emang oke menurut,+
nyaman timbul simpatik pendengar membuatnya penyelamat hidup lanjut kesentuhan niat,+
kemarin ngirim thread aeribase terima kasih sendernya tahu pemikiran m,+
okay ni gelak hahahahahaahhaa,+
yakin allah tetapkan ridhoi,+
asal ikut,+
tnya kot hampa mai jalan belah join bosan tkbalik,+
memahami kendala alami yailahkan informasikan detail kendala terkaithop,+
adoi shaking gambar hahahaha,+
duh pingin seblak tanggung jawab gegara noh pingin seblak ceker es buah ayam geprek hmm,+
yakin satu tuh temen berbakat dukung,+
makasih bikin ketawa kelas hehe,+
mommy sempurna,+
isu bg betik satu taman hari tu smpai skunk org ingat hahahaha nasib baik fyp pakai betik x smpa,+
cinta lipcream emina,+
rlt mall nemu ginian ngakak bgt,+
yaah kirain kerja keluarga sampe yawdah semoga mbaknya sehat,+
enjoy your friday baby,+
bighit cerdik awal tahun army disuguhi run bts run bts hiatus comeback comeback kelar worldtour worl,+
hari ceritakan banggakan didepan teman temanku,+
jugaetuju veronica my baby interview aslinya super g,+
cinta sekedar logika cinta menjiwai bersatunya indahnya semesta,+
kereeen jokowilagi,+
tahu,+
ikutan,+
kat mencarut carut sieyy hahahahahahahhhahaha,+
sok hebat cinta bahasa indonesia,+
peduli hilang hidupmu bersyukur tuhan kehilangan apapun,+
yo sok ngono btw,+
chemotherapy gdp cycle day sibuk daftar sem sibuk daftar wad doakan baik baik https,+
duduk tempat die terhad duduk sane kene duduk bersila budak sekolah je faham hahahah,+
kata temenku pas sma ntar kuliah ambil sastra indonesia cocok loh,+
cepet sembuh sayaang semoga diberikan kekuatan allah angkat sakit segera yaaemangat a,+
makasih cepet sembuh,+
alhamdulillah hidup lgi penting masa ni tkdelah tkde rindu lgi kt shah alam tu he,+
gimana bingung kasih saran nih km jatuh hati karna foto tampannya,+
cintafarahmlda cinta farah maulida,+
faham betul baik,+
penggemar mie burung dara enaknya nyambung terus,+
wkwkwkwk jan rupane asi teko ati eggg hmmm,+
pas abis bikin tiktok baru,+
cinta bahasa indonesia,+
kebahagiaan habis membaginya ketahuilah kebahagiaan bertambah bersedia berbag,+
dunia dunianya,+
terima diubah ubah suka kemungkinan b,+
,+
pasca debut bergulirnya waktu bigbang menunjukkan peningkatan contohtage presence,+
gituu pc holo setnya wonwoo ajalah hadiah fannya ka,+
nctea pengen punya pacar kayak jaemin sumpah tuh loving guy lgi dengerin org crita senyumnya,+
memahami eceh,+
alangkah baiknya bersedia mengenal nov,+
i have submitted your resume tolong accept taklah pisang kat hahahaahah,+
crusah kate thankiu,+
ingt msh ush pusing klau sibuk wkwkwk,+
beritahu tegur cuba ambil sisi positif teguran tu cara kasar menegur atleast,+
yes sumpah sure hahhahahah stress membuang pon selesa,+
selamat siangg kawanku siang jumat panas kah kayaknyaemoga sepanas keti,+
tahu,+
hahahahha nasib adekan saport hambar,+
pengen dapet,+
karna penampilan menjamin rijki jodoh bersyukurlah tetap mencoba seseder,+
suka org syg cari letakkan sbg priority diauka duka susah senang cari p,+
krn kesempurnaan milik allahwt ea pgn gituan biar cttnku asik gt dibacanyaaa,+
thank you cit percaya ama shop,+
dear kaum hawa ciri bf suka tanya hawa jantan komen,+
cantik hatimu baik hertysev,+
allah tuhanku lindungilah kedua ibu bapaku disaat berjauhan,+
terbenamnya matahari senja panjangkanlah kesabaranku sampaikanlah masa mapan,+
laa patutlah bapa pakai dp wasap accapan farewell,+
beritahu tegur cuba ambil sisi positif teguran tu cara kasar menegur atleast,+
giveaway bcs belakangan kejadian baik ngerasain gimana rasanya menang kec,+
harap korang okay,+
yaaaaaaa,+
,+
giveaway nihhhh karma kebaikan lakuin cara bagiin parfum hits,+
bilang aamiin makasih anti cantik club,+
suka genre crime mistery thriller kudu bgt nntn drama satu hand the guest heran knp ocn jago bg,+
ilham u,+
giveaway pulsa hari bahagia adain an pemenang puls,+
finally uri khunnie solo tour ma terharu tuh,+
pesan satu benda penting ni hargai kat dunia ni especially ur mom dad grandma pa siblin,+
pikir benda,+
tsktays mutualan hayuk auto follback yaaa,+
pake bahasa asakusu sasayasang basangtasan wkwkwkwkwkw,+
meratapi hidup chill,+
anw sendernya beli dbeautyhous shopee pas kmrn free ongkir min pembeli,+
hahahaha maap yak dikira aq soalnya km ngasih eyeshadow palette,+
ni dah mudah terhibur allahhhh,+
beriman mengkhianati allah rasul muhammadaw,+
haii michelle cantikk imuutt pinteerr bgt o gt lt o boong lhoo p,+
ciumiiinnnn pelukinn pokoknyaaa,+
punya topi bgt non fav bgt warna item polos terus adidas,+
tergelak sorang sorang baca reply dorangni hahahaha,+
baca kembali menjejak bumi kembali sadar kekuasaan allah besar sekuat apapun mengu,+
apapun berlaku tetap teguh berdiri,+
wakakakkaa lawak dah deal nk tgk movie ngn die next,+
salah prinsip hidup dah berkeluarga sanggup utk isteri anak turut kehe,+
mencari mati syahid sungguh sungguh memberikan mati diatas tempat tidurn,+
sayang makasih love you too,+
mfs folowan ja ntar folow follback tpi,+
crush dah tunjuk true colours so blah,+
sedih ingat ayat ni takpa lahh allah sayang tu uji dug,+
wkwkwkw yaallah derp pisan tp gpp anw amiiiin thank you and goodluck,+
iyaa percaya gede hun iyaa,+
hahahaha,+
perlu khawatir terjadi besokelama tahu cara berdoa baik baik,+
cintaalim alim lovers,+
mutualan yuk ikonic jg btw fllbck tpi hehe ab,+
hari menunda lagiemakin menunda galau guna anak muda cepat,+
giveaway nihhhh karma kebaikan lakuin cara bagiin parfum hits,+
org pn target rumah murah org x brapa duduk target rumah murah yes it is part of,+
haloo baca dm makasih,+
tu klau tunang ttbe senyap rasa bersalah,+
bgsd ngakak,+
baik sayang punya yah tipe tipe pangeran,+
hahahaha demen ginian tembak perang,+
lutchuuuuu kesayangan kesayangan,+
ana uhibbuki fillah hatta fil jannah abadan abada mencintaimu syurga kerana allah,+
hidup melulu besar sosok inspiratif jauh highlight sisa hidupku bertem,+
krn kebutuhan istri sandang pangan papan doang cinta sm istrimu hrs memenuhi kebutuhan sekund,+
bersyukurlah lupa rasanya kekurangan tulisanirin jumatberkah,+
pantau terus media sosial shopee notifikasi akunhopee keseruanhopee os,+
berhak menilai dirimu dirimu ingat berhak tuk peduli denga,+
iyosee ginting menang krna faktor tuan rumah liat reviewnya kento google apik bgt,+
nk terbang mcmn nnt tgk kt setia alam punya,+
punya mobil teduhkanmu hujan punya amer menghangatkanmu,+
mutualan yuk ikonic jg btw fllbck tpi hehe ab,+
ayo patah semangat ikutan baca sukses instal homescapes,+
salah prinsip hidup dah berkeluarga sanggup utk isteri anak turut kehe,+
y o niece bang long u belajar me islamic accounting y o niece ohh kira tasbih laa ni hahahahahan,+
yuk gabung grup goyanghopee bonus koin main grup,+
bighit cerdik awal tahun army disuguhi run bts run bts hiatus comeback comeback kelar worldtour worl,+
list cafe cafe menarik dah pegi area bangi in this thread,+
manusia suka terima kasih support gembira duka anugerah,+
ni mudah terhibur,+
percayalah komen gmbr tu komen hahahahahahahha,+
maw,+
menyesal perkenalan hikmahnya utk diperbaiki membaiki,+
hihihihi look at the face lepaskan taknak bau ikan mandikan namau nameow catsoftwit,+
dwita nggak manggil sayang p,+
ketemu mantan pasma minta dilamar langsung eeh lgsg pulang kampung dilamar,+
wkwkwk bener ntar pas kenalan disekolah nama jeno loh kayaknya mama d,+
aduh deg degan sekaliiii,+
rlt mutualan yu gamasalah suka in twt receh dn follback ngga maapin ak,+
ternyata bodoh kawan,+
alhamdullilah cuti hari tkde homework study aman hw pijik harini dh terbuat smlm,+
beriman diseru menunaikan shalat jumat bersegeralah mengingat allah tinggalka,+
hahahahaha inget,+
bkn tunjuk baikk pn byk juge melakukan dosa tp sekurang nye cube mengurangkan dosa jomjumaat,+
done watching dilan start movie habis senyum sorang nasib baik tengok sengsorang ram,+
allah berlindung mu siksa kubur siksa neraka jahannam fitnah hidup mati f,+
sedar je ni cantik tu letak nama yangchantik boost confident,+
hahahahahahahahah babi,+
viralkan hahahaha,+
dear someone i truly care and love u tp takkan luahkan takut rasa hati percaya ay,+
ajak,+
mfs folowan ja ntar folow follback tpi,+
ab aeri followan yuu masalah mulfan hehe,+
mbk lia cinta kuliah advokatnya sukses love you more mbk,+
enak alis bagus,+
kangen,+
effort mula relay bilaetia ambik berat penyayang jaga batas terima baik buruk,+
